Species,Fire exposure (%),Metal exposure (%)
Ocotea_leucoxylon,1.46,14.21
Ocotea_matogrossensis,2.82,9.43
Ocotea_myriantha,0.96,4.11
Ocotea_neblinae,0.41,3.29
Ocotea_neesiana,1.76,15.2
Ocotea_nigra,0.1,3.86
Ocotea_nigrescens,3.38,4.6
Ocotea_nilssonii,0.6,1.35
Ocotea_nitida,4.25,7.62
Ocotea_oblonga,1.72,17.38
Ocotea_obovata,1.98,4.03
Ocotea_perrobusta,0.71,0.05
Ocotea_puberula,1.44,16.61
Ocotea_quixos,0.08,0.18
Ocotea_rhodophylla,0.74,5.75
Ocotea_scabrella,0.82,2.92
Ocotea_scandens,0.22,4.41
Ocotea_schomburgkiana,0.61,7.93
Ocotea_splendens,1.64,11.23
Ocotea_subterminalis,0.45,7.05
Ocotea_tabacifolia,3.69,3.35
Ocotea_tomentosa,0.21,0.04
Ocotea_yutajensis,0.9,0.51
Octomeria_filifolia,0.21,0.76
Octomeria_graminifolia,0.26,0.42
Octomeria_sagittata,0.51,0.01
Octomeria_scirpoidea,1.12,16.33
Octomeria_taracuana,0,0
Odontadenia_funigera,2.66,5.43
Odontadenia_killipii,0.38,0.45
Odontadenia_lutea,9.79,9.07
Odontadenia_macrantha,1.62,12.75
Odontadenia_markgrafiana,4.25,0
Odontadenia_perrottetii,0.7,6.83
Odontocarya_amazonum,4.08,0
Odontocarya_diplobotrya,1.58,2.21
Odontocarya_krukoviana,2.71,0
Odontocarya_magnifolia,0.12,4.02
Odontocarya_tamoides,3.1,2.91
Odontonema_speciosum,0,0
Oenocarpus_balickii,1.03,2.29
Oenocarpus_bataua,1.5,12.84
Oenocarpus_mapora,1.55,8.12
Olyra_amapana,6.52,0
Olyra_juruana,2.14,3.14
Olyra_longifolia,2.13,10.93
Olyra_obliquifolia,0.74,4.16
Olyra_wurdackii,0.14,0
Ombrophytum_microlepis,0.56,0.96
Ombrophytum_violaceum,1.96,3.95
Oncidium_baueri,1.39,10.57
Onychopetalum_amazonicum,5.88,9.86
Ophiocaryon_heterophyllum,0.34,2.8
Ophiocaryon_klugii,0.25,0.81
Oreopanax_confusus,0.07,0.58
Orleanesia_cuneipetala,0,0
Ormosia_bopiensis,1.49,1.92
Ormosia_cinerea,0.15,0.01
Ormosia_coarctata,2.78,13.85
Ormosia_coccinea,0.83,20.22
Ormosia_discolor,0.35,2.96
Ormosia_elata,3.77,0
Ormosia_excelsa,4.55,37.03
Ormosia_flava,3.27,8.3
Ormosia_holerythra,3.29,21.87
Ormosia_larecajana,4.77,0
Ormosia_melanocarpa,0.69,0
Ormosia_paraensis,3.12,10.76
Ormosia_stipularis,2.98,2.09
Ormosia_williamsii,1.14,0
Ornithocephalus_gladiatus,1.55,20.94
Ornithocephalus_polyodon,2.33,0
Orthoclada_laxa,1.98,13.31
Oryctanthus_alveolatus,1.92,18.09
Oryctanthus_florulentus,2.24,15.91
Oryza_latifolia,2.96,14.16
Ossaea_araneifera,0.1,0.1
Ossaea_boliviensis,0.68,5.15
Ossaea_bullifera,0.12,1.55
Ossaea_coarctiflora,0.18,0
Ossaea_mavacana,4.74,0
Osteophloeum_platyspermum,1.51,13.51
Otachyrium_grandiflorum,0.42,2.98
Otachyrium_succisum,4.31,3.94
Otoba_novogranatensis,0.34,0.63
Otoba_parvifolia,1.4,4.58
Otoglossum_scansor,0.49,0.47
Ouratea_amplifolia,1.33,4.61
Ouratea_articulata,1.34,0.15
Ouratea_attenuata,1.03,0
Ouratea_barrae,2.42,0
Ouratea_candollei,0.02,6.8
Ouratea_cardiosperma,0.32,7.82
Ouratea_castaneifolia,5.28,12.89
Ouratea_caudata,7.97,0.11
Ouratea_cinnamomea,2.43,0
Ouratea_fasciculata,0.03,0.01
Ouratea_ferruginea,4.08,9.12
Ouratea_flexuosa,4.91,4.06
Ouratea_gillyana,0.88,0.01
Ouratea_iquitosensis,2.34,6.38
Ouratea_macrocarpa,0.12,0.01
Ouratea_mazaruniensis,0.09,0
Ouratea_occultinervis,2.51,0.01
Ouratea_odora,1.67,0
Ouratea_oleosa,0.08,1.18
Ouratea_oligantha,0,0
Ouratea_orbignyana,1.98,4
Ouratea_orisina,0.18,0
Ouratea_palmata,2.43,0
Ouratea_paraensis,2.43,0.03
Ouratea_pendula,0.91,9.55
Ouratea_pendulosepala,0.23,0.47
Ouratea_phaeophylla,0.75,1.15
Ouratea_polyantha,1.1,1.62
Ouratea_polygyna,11.53,33.35
Ouratea_ramosissima,0.48,1.15
Ouratea_riparia,0.17,0.01
Ouratea_rupununiensis,0.03,0.38
Ouratea_spruceana,1.85,8.54
Ouratea_subamplexicaulis,0.19,0.19
Ouratea_superba,0.98,8.99
Ouratea_superimpressa,0.11,0
Ouratea_tenuifolia,2.43,0
Ouratea_yapacana,1.32,0
Oxalis_barrelieri,2.97,14.55
Oxalis_frutescens,3.86,3.57
Oxandra_krukoffii,3.06,3.95
Oxandra_riedeliana,2.22,6.81
Oxandra_sphaerocarpa,0.82,6.86
Oxandra_xylopioides,1.9,7.82
Oxycaryum_cubense,3.41,7.77
Pachira_aquatica,2.25,15.02
Pachira_dolichocalyx,0.06,0.01
Pachira_humilis,0.1,0.58
Pachira_insignis,2.19,14.12
Pachira_macrocalyx,2.03,0
Pachira_minor,0.92,63.6
Pachira_nitida,2.09,6.91
Pachira_nukakica,3.18,0.1
Pachira_paraensis,8.58,3.41
Pachira_pseudofaroensis,0.5,0
Pachira_punga-schunkei,0,0.29
Pachira_rupicola,0.94,2.8
Pachira_rurrenabaqueana,3.42,8.5
Pachira_sordida,0.26,0.2
Pachyloma_coriaceum,0.57,1.89
Pachyloma_huberioides,0.69,1.75
Pachyptera_aromatica,0.8,0.93
Pachystachys_coccinea,2.26,7.65
Pachystachys_lutea,2.34,1.46
Pacouria_guianensis,1.71,5.27
Paederia_brasiliensis,5.6,5.03
Paepalanthus_chiquitensis,7.86,6.26
Paepalanthus_fasciculatus,0.98,11.37
Paepalanthus_oyapockensis,0.15,2.93
Paepalanthus_polytrichoides,3.55,12.27
Pagamea_anisophylla,0.49,0.25
Pagamea_aracaensis,0.92,2.31
Pagamea_capitata,0.38,6.33
Pagamea_coriacea,0.74,8.29
Pagamea_guianensis,2.92,16.3
Pagamea_montana,0.3,0.54
Palicourea_crocea,1.9,10.9
Palicourea_croceoides,2.82,17.88
Palicourea_cymosa,0.34,1.49
Palicourea_grandifolia,2.4,16.74
Palicourea_guianensis,2.57,19.79
Palicourea_huampamiensis,0,0
Palicourea_huberi,1.3,0.01
Palicourea_iquitoensis,0.22,0.22
Palicourea_lachnantha,0.1,0.25
Palicourea_lasiantha,2.07,7.57
Palicourea_longistipulata,2.44,13.43
Palicourea_lucidula,0.52,1.58
Palicourea_macarthurorum,0.11,0.53
Palicourea_mansoana,1.67,5.53
Palicourea_nitidella,2.7,13.2
Palicourea_punicea,2.4,4.72
Palicourea_quadrifolia,1.56,13.03
Palicourea_rhodothamna,0.09,0.08
Palicourea_rigida,5.65,9.19
Palicourea_spicata,0.09,0.14
Palicourea_subalata,0.02,1.95
Palmorchis_prospectorum,0.15,0.02
Paloue_brasiliensis,1.24,0.01
Paloue_guianensis,0.16,0
Paloue_sandwithii,0,0
Panicum_cayennense,3.67,11.84
Panicum_dichotomiflorum,2.74,8.09
Panicum_hirsutum,0.84,2.88
Panicum_olyroides,4.07,9.51
Panicum_rudgei,3.22,16.09
Panicum_trichanthum,3.33,9.85
Panicum_trichoides,4.05,12.34
Panopsis_rubescens,3.27,18.2
Panopsis_sessilifolia,1.04,12.39
Paphinia_grandiflora,0.32,0
Paphinia_lindeniana,0.35,0
Paradrypetes_subintegrifolia,2.37,0.09
Parahancornia_surrogata,0.57,0.77
Paraia_bracteata,4.07,3.31
Paramachaerium_ormosioides,0.35,3.26
Parathesis_palaciosii,0.65,0
Pariana_concinna,1.88,0
Pariana_gleasonii,0.12,0.01
Pariana_lunata,0.38,3.22
Pariana_velutina,0.33,0.09
Pariana_violascens,0.52,0.48
Pariana_zingiberina,0.84,0
Parinari_campestris,1.32,7.48
Parinari_maguirei,0.27,0.42
Parinari_montana,0.56,10.31
Parinari_occidentalis,3.88,8.21
Parinari_parilis,1,1.73
Parinari_parvifolia,1.12,7.97
Parkia_balslevii,0.13,0.56
Parkia_decussata,0.86,18.77
Parkia_discolor,1.43,6.09
Parkia_nitida,1.43,15.44
Parodiolyra_luetzelburgii,0.89,3.53
Parodiolyra_micrantha,2.93,9.46
Paspalum_ammodes,8.51,0.38
Paspalum_atratum,5.65,6.4
Paspalum_boscianum,2.58,3.84
Paspalum_conjugatum,2.63,22.09
Paspalum_decumbens,1.59,19.51
Paspalum_densum,1.51,8.81
Paspalum_hyalinum,3.91,8.51
Paspalum_maculosum,0.73,0.55
Paspalum_melanospermum,2.62,12.43
Paspalum_millegrana,2.44,0.98
Paspalum_paniculatum,0.84,10.64
Paspalum_parviflorum,5.2,9.39
Paspalum_pulchellum,1.63,6.15
Paspalum_repens,2.65,17.14
Paspalum_riparium,3.17,16.4
Paspalum_trichophyllum,10.91,0.03
Paspalum_virgatum,2.95,18.43
Passiflora_acuminata,4.46,11.44
Passiflora_auriculata,1.8,16.53
Passiflora_balbis,1.65,4.97
Passiflora_capparidifolia,0.77,22.14
Passiflora_capsularis,3.62,1.3
Passiflora_ceratocarpa,12.38,0
Passiflora_costata,2.01,14.12
Passiflora_edulis,1.76,3.07
Passiflora_ernestii,1.06,0
Passiflora_fissurosa,0.32,0
Passiflora_foetida,2.54,15.27
Passiflora_glandulosa,2.76,9.95
Passiflora_hexagonocarpa,3.73,21.64
Passiflora_holtii,0.09,0.02
Passiflora_laurifolia,1.46,9.36
Passiflora_longifilamentosa,0,0
Passiflora_longiracemosa,1.54,1.77
Passiflora_miniata,2.77,7.6
Passiflora_nigradenia,2.5,1.52
Passiflora_nitida,3.07,21.06
Passiflora_pedata,1.23,2.66
Passiflora_phaeocaula,0.99,0.02
Passiflora_picturata,5.06,43.79
Passiflora_quadriglandulosa,1.57,13.88
Passiflora_riparia,2.4,5.11
Passiflora_rusbyi,3.97,3.52
Passiflora_sclerophylla,0.45,14.97
Passiflora_securiclata,0.97,5.39
Passiflora_spinosa,1.43,3.51
Passiflora_vespertilio,2.12,19.03
Passiflora_vitifolia,1.47,5.55
Passovia_bisexualis,0.47,0.02
Passovia_pedunculata,3.26,7.89
Passovia_santaremensis,2.12,0
Patima_guianensis,0.16,2.49
Paullinia_acutangula,1.66,5.41
Paullinia_alata,1.86,13.75
Paullinia_anodonta,0.31,0
Paullinia_bracteosa,1.88,10
Paullinia_capreolata,1.37,15.47
Paullinia_castaneifolia,7,0
Paullinia_clavigera,2.29,8.04
Paullinia_cupana,1.42,5.24
Paullinia_echinata,2.46,0.69
Paullinia_elegans,4.43,7.35
Paullinia_eriocarpa,0.92,2.02
Paullinia_faginea,1.02,2.04
Paullinia_firma,1.43,0
Paullinia_globosa,2.75,0.41
Paullinia_ingifolia,3.37,8.32
Paullinia_latifolia,2.61,10.08
Paullinia_leiocarpa,2.08,6.48
Paullinia_microneura,0.91,2.98
Paullinia_nobilis,1.58,2.61
Paullinia_prevostiana,0.06,0.31
Paullinia_rugosa,1.29,15.62
Paullinia_spicata,3.5,12.34
Paullinia_sprucei,1.37,3.23
Paullinia_stellata,3.61,7.83
Paullinia_subcordata,1.59,0
Paullinia_trilatera,2.49,1.11
Paullinia_verrucosa,1.76,0.1
Pausandra_macropetala,2.47,7.81
Pausandra_trianae,1.71,9.54
Pavonia_angustifolia,6.62,6.73
Pavonia_geminiflora,3.91,7.47
Pavonia_paludicola,0.62,0.05
Pavonia_peruviana,3.34,1.95
Pavonia_piptocalyx,16.21,0
Paypayrola_grandiflora,1.66,13.23
Pelexia_callifera,0.18,0.01
Peltanthera_floribunda,1.2,4.69
Peltogyne_paniculata,1.23,6.24
Peltogyne_paradoxa,1.26,3.07
Peltogyne_subsessilis,3.65,6.33
Pentaclethra_macroloba,0.84,9.48
Pentagonia_gigantifolia,0.12,0.41
Pentagonia_rubriflora,3.63,0
Pentagonia_williamsii,0.09,1.84
Peperomia_acreana,16.21,0
Peperomia_alata,1.38,11.68
Peperomia_cardenasii,3.72,9.28
Peperomia_delicatula,4.31,10.74
Peperomia_elongata,2.39,15.19
Peperomia_hernandiifolia,0.36,6.29
Peperomia_huberi,3.72,0
Peperomia_obtusifolia,0.74,4.92
Peperomia_pseudopereskiifolia,1.07,2.96
Peperomia_psilostachya,0.83,2.07
Peperomia_quaesita,1.13,4.12
Peperomia_radicosa,3.02,0.97
Peperomia_ripicola,1.33,1.5
Peperomia_rotundifolia,1.35,13.16
Peperomia_simulans,8.14,0
Peperomia_spruceana,1.51,2.78
Peperomia_sulcata,7.1,2
Peperomia_tenella,0.3,3.44
Peperomia_uaupesensis,2.19,2.08
Pera_benensis,3.78,5.56
Pera_bicolor,2.82,15.51
Pera_distichophylla,1.87,7.97
Pera_eiteniorum,15.58,0.92
Pera_glabrata,3.87,15.03
Pera_heteranthera,14.43,3.52
Pera_tomentosa,3.03,6.09
Perama_dichotoma,2.34,12.63
Perama_hirsuta,3.85,15.71
Perebea_longepedunculata,0.24,5.18
Perebea_mennegae,1.35,1.52
Perebea_mollis,3.12,16.8
Perebea_rubra,1.17,6.24
Perebea_xanthochyma,0.89,4.97
Periandra_coccinea,14.85,0.81
Peristeria_cerina,1.12,0
Peritassa_killipii,8.98,0
Peritassa_laevigata,3.19,19.58
Peritassa_peruviana,1.58,3.97
Peritassa_petiolata,0,0
Peritassa_pruinosa,1.86,7.9
Persea_grandiflora,0.16,5.1
Persea_nivea,0.19,2.95
Persea_perseiphylla,0.1,0.32
Persea_peruviana,1.35,2.96
Persea_rigens,0.19,0.35
Petrea_brevicalyx,1,0
Petrea_insignis,1.81,1.03
Petrea_macrostachya,0.15,2.06
Petrea_maynensis,1.78,5.87
Petrea_volubilis,3.17,8.85
Pfaffia_glomerata,4.13,8.68
Phanera_dubia,12.96,4.47
Pharus_parvifolius,2.42,8.21
Pharus_virescens,2.12,5.81
Phenakospermum_guyannense,1.77,14.7
Phenax_hirtus,1.18,3.88
Philodendron_acreanum,2.01,2.44
Philodendron_acutifolium,0.7,3.57
Philodendron_angustialatum,1.02,0.05
Philodendron_billietiae,2.33,7.19
Philodendron_callosum,0.33,3.52
Philodendron_carinatum,0.01,0.01
Philodendron_chinchamayense,2.27,4.56
Philodendron_colombianum,0.12,0.76
Philodendron_conforme,0.35,0.58
Philodendron_deflexum,0.96,8.21
Philodendron_dunstervilleorum,0.16,4.08
Philodendron_ecordatum,0.32,4.84
Philodendron_ernestii,1.88,7.27
Philodendron_goeldii,0.61,5.79
Philodendron_grazielae,0.91,7.8
Philodendron_heleniae,0.18,0.72
Philodendron_herthae,0.11,3.09
Philodendron_heterophyllum,1.59,4.1
Philodendron_hopkinsianum,0.32,0
Philodendron_inaequilaterum,2.4,5.53
Philodendron_linguifolium,2.43,0
Philodendron_linnaei,1.83,15.75
Philodendron_macropodum,1.81,0.01
Philodendron_maximum,2.22,7.52
Philodendron_melinonii,0.44,1.37
Philodendron_micranthum,0.28,1.09
Philodendron_muricatum,1.43,11.07
Philodendron_myrmecophilum,5.53,5.82
Philodendron_ornatum,0.97,13.6
Philodendron_palaciosii,0,0.7
Philodendron_paxianum,2.37,2.64
Philodendron_pedatum,2.2,17.03
Philodendron_phlebodes,0.1,1.73
Philodendron_pinnatifidum,1.23,0.01
Philodendron_pulchellum,0.6,0
Philodendron_quinquelobum,2.24,1.75
Philodendron_rudgeanum,1.01,7.03
Philodendron_ruizii,0.67,4.37
Philodendron_solimoesense,2.44,10.48
Philodendron_surinamense,0.33,7.04
Philodendron_toshibai,0.58,0
Philodendron_uleanum,2.93,5.67
Philodendron_wittianum,0.51,9.07
Philodendron_wurdackii,0.55,3.73
Philonotion_americanum,0.08,0
Phoradendron_hexastichum,2.75,2.41
Phoradendron_inaequidentatum,3.34,14.76
Phoradendron_krukovii,1.55,0
Phoradendron_mairaryense,4.18,0.88
Phoradendron_pellucidulum,3.29,26.1
Phoradendron_perrottetii,3.9,13.75
Phoradendron_piperoides,2.28,19.83
Phoradendron_singulare,2.11,0
Phyllanthus_adiantoides,0.06,1.21
Phyllanthus_attenuatus,2.63,12.24
Phyllanthus_biantherifer,1.64,1.66
Phyllanthus_fluitans,11.85,0.49
Phyllanthus_hyssopifolioides,2.07,6.87
Phyllanthus_juglandifolius,2.18,13.61
Phyllanthus_minutulus,8.69,4.84
Phyllanthus_orbiculatus,3.71,11.69
Phyllanthus_poeppigianus,4.52,22.09
Phyllanthus_racemigerus,6.16,0
Phyllanthus_rupestris,0.67,0.52
Phyllanthus_stipulatus,2.27,17.58
Phyllanthus_vacciniifolius,0.42,1.48
Physalis_pubescens,2.55,10.63
Physocalymma_scaberrimum,6.87,7.68
Phytolacca_rivinoides,1.66,11.28
Picramnia_bullata,2.44,0
Picramnia_elliptica,10.32,7.37
Picramnia_gracilis,0.3,1.74
Picramnia_guianensis,0.67,0
Picramnia_juniniana,2.26,5.66
Picramnia_magnifolia,0.89,11.33
Picramnia_ramiflora,1.74,1.6
Picramnia_sellowii,3.26,18.19
Picramnia_spruceana,2.93,18.58
Picrolemma_sprucei,0.85,8.6
Pilea_imparifolia,0.29,27.03
Pilea_pubescens,0.71,2.59
Pilocarpus_carajaensis,15.71,1.92
Piper_acutilimbum,7.34,0
Piper_adenandrum,0.38,7.09
Piper_aleyreanum,4.47,8.4
Piper_amalago,4.18,10.35
Piper_amapense,0.26,5.51
Piper_anonifolium,3.34,15.61
Piper_aramanum,4.67,1.62
Piper_arboreum,2.87,21.04
Piper_asterotrichum,0.09,0.17
Piper_augustum,0.74,11.9
Piper_baccans,3.69,5.12
Piper_bellidifolium,0.73,3.57
Piper_brachypetiolatum,11.17,16.42
Piper_brasiliense,1.24,3.2
Piper_brevesanum,0.32,0
Piper_callosum,3.68,13.42
Piper_capitarianum,0.89,2.59
Piper_cernuum,2.38,14.57
Piper_chavicoide,2.59,2.93
Piper_costatum,1.59,2.3
Piper_curtistilum,0.57,4.02
Piper_cyrtopodon,5.5,3.87
Piper_dactylostigmum,0.43,0
Piper_demeraranum,1.94,14.11
Piper_dichotomum,1.16,2.29
Piper_duckei,2.16,12.53
Piper_erectipilum,0.57,7.05
Piper_fonteboanum,1.73,0
Piper_francovilleanum,0.17,2.49
Piper_hostmannianum,1.78,16.1
Piper_kegelianum,0.21,0
Piper_laevigatum,2.09,4.83
Piper_lanceolatum,2.16,7.2
Piper_liesneri,0.4,0
Piper_manausense,2.55,22.21
Piper_maranyonense,1.3,6.97
Piper_mastersianum,0.15,0
Piper_mollipilosum,0.38,0.01
Piper_negroense,0.32,0
Piper_nigrispicum,0.39,5.09
Piper_obliquum,1.68,15.76
Piper_obtusilimbum,0.98,2.83
Piper_ottonoides,9.47,2.51
Piper_paraense,9.49,0.01
Piper_pellitum,3.78,9.11
Piper_peltatum,2.14,15.89
Piper_piresii,2.11,6.97
Piper_piscatorum,4.25,28.36
Piper_plurinervosum,0.46,11.95
Piper_pseudoarboreum,1.97,3.15
Piper_purusanum,4.19,0
Piper_remotinervium,0,0
Piper_renitens,1.33,0
Piper_stellipilum,0.18,0.6
Piper_strigosum,0.17,0.61
Piper_sublignosum,1.96,0
Piper_subsilvestre,2.33,1.67
Piper_substilosum,10.9,0.17
Piper_trichogynum,2.44,1.29
Piper_tuberculatum,4.23,17.49
Piper_variegatum,0.89,0.53
Piptadenia_anolidurus,3.33,11.19
Piptadenia_floribunda,0.22,8.4
Piptadenia_peruviana,2.55,1.85
Piptocarpha_prancei,1.08,0.01
Piptocarpha_triflora,0.76,5.23
Pitcairnia_anomala,1.21,0.01
Pitcairnia_caricifolia,0.52,8.5
Pitcairnia_crinita,0.57,0
Pitcairnia_maidifolia,1.03,7.22
Pitcairnia_rubiginosa,0.58,8.19
Pitcairnia_uaupensis,0.27,1.31
Pithecellobium_roseum,1.62,2.55
Platonia_insignis,2.89,8.04
Platycarpum_acreanum,10.43,0.17
Platycarpum_egleri,2.22,0.62
Platycarpum_orinocense,1.12,0.82
Platycarpum_rhododactylum,0.94,0.32
Platycarpum_schultesii,0.69,0.23
Platymiscium_pinnatum,2.52,18.39
Platymiscium_stipulare,1.39,4.85
Platymiscium_trinitatis,4.48,14.54
Platypodium_elegans,9.8,3.26
Platystele_edmundoi,6.51,2.48
Plectrophora_iridifolia,0.14,0
Plectrophora_schmidtii,6.51,0.01
Pleonotoma_albiflora,8.64,4.26
Pleonotoma_bracteata,12.75,16.98
Pleonotoma_clematis,1.99,9.53
Pleonotoma_longiflora,0.32,0
Pleonotoma_melioides,4.74,10.23
Pleradenophora_membranifolia,11.89,4.61
Pleuranthodendron_lindenii,1.52,4.41
Pleurisanthes_emarginata,1.37,13.17
Pleurostachys_puberula,0.68,6.98
Pleurothallis_cordata,1.87,4.1
Pleurothallis_discoidea,0.54,3.27
Pleurothallis_pruinosa,0.49,5.77
Pleurothallis_suspensa,0,0
Pleurothyrium_glabrifolium,0.01,0.33
Pleurothyrium_insigne,0.09,1.58
Pleurothyrium_maximum,0.68,0.75
Pleurothyrium_prancei,3.15,0.29
Pleurothyrium_tomentellum,0.08,1.37
Pleurothyrium_trianae,1,4.97
Plinia_inflata,1.66,0
Plinia_rivularis,1.33,6.69
Plukenetia_brachybotrya,3.38,8.19
Plukenetia_supraglandulosa,0.03,0.01
Plukenetia_volubilis,1.32,10.88
Podocalyx_loranthoides,1.17,44.43
Poecilandra_retusa,0.31,4.03
Pogonophora_schomburgkiana,1.99,13.18
Polygala_adenophora,3.85,14.25
Polygala_galioides,6.85,4.27
Polygala_irwinii,11.21,0.98
Polygonum_acuminatum,3.49,12.04
Polygonum_ferrugineum,2.94,2.08
Polygonum_hispidum,3.37,1.43
Polyotidium_huebneri,0.16,0.03
Polystachya_foliosa,2.02,15.61
Polystachya_stenophylla,2.91,16.08
Pombalia_prunifolia,3.18,2.18
Pontederia_subovata,5.64,5.2
Poraqueiba_sericea,0.69,7.37
Porcelia_mediocris,0.1,0.71
Porocystis_acuminata,2.43,0
Posoqueria_latifolia,2.29,20.83
Posoqueria_longiflora,1.94,16.08
Potalia_amara,1.64,56.24
Potalia_coronata,0.12,1.41
Pourouma_bicolor,0.96,14.35
Pourouma_cecropiifolia,1.56,10.46
Pourouma_cuspidata,1.02,7.91
Pourouma_formicarum,0.15,0.17
Pourouma_guianensis,2.31,20.37
Pourouma_herrerensis,0.73,0.1
Pourouma_minor,1.79,17.06
Pourouma_mollis,1.56,18.04
Pourouma_myrmecophila,0.48,1.77
Pourouma_ovata,1.34,2.19
Pourouma_phaeotricha,0.06,1.13
Pouteria_amazonica,2.34,0
Pouteria_arcuata,0.43,5.39
Pouteria_baehniana,0.32,4.9
Pouteria_bangii,1.67,13.2
Pouteria_bilocularis,2.17,17.05
Pouteria_canaimaensis,0.46,1.19
Pouteria_cladantha,3.27,14.26
Pouteria_decorticans,3.94,26.7
Pouteria_deliciosa,0.17,9.75
Pouteria_durlandii,1.04,10.4
Pouteria_egregia,1.63,10.3
Pouteria_elegans,1.91,12.64
Pouteria_ephedrantha,3.11,2.83
Pouteria_ericoides,0.87,0.08
Pouteria_erythrochrysa,0.8,0.58
Pouteria_eugeniifolia,0.82,12.1
Pouteria_fimbriata,2.05,15.53
Pouteria_flavilatex,0.6,0.2
Pouteria_franciscana,3.44,2.81
Pouteria_freitasii,1.39,0.08
Pouteria_gabrielensis,0.26,2.94
Pouteria_glauca,1.08,3.14
Pouteria_kaieteurensis,0.26,0
Pouteria_krukovii,2.04,1.25
Pouteria_laevigata,1.12,53.54
Pouteria_lucuma,2,4.77
Pouteria_macrophylla,3.48,16.94
Pouteria_maguirei,0.7,0.42
Pouteria_multiflora,3.63,6.63
Pouteria_nemorosa,3.1,2.27
Pouteria_oblanceolata,1.1,8.87
Pouteria_opposita,0.81,6.7
Pouteria_orinocoensis,1.19,1.61
Pouteria_penicillata,0,3.05
Pouteria_peruviensis,0.5,1.74
Pouteria_platyphylla,0.39,0.58
Pouteria_procera,3.04,37.58
Pouteria_ramiflora,11.22,6.19
Pouteria_reticulata,2.74,18.75
Pouteria_retinervis,0.35,1.14
Pouteria_rodriguesiana,0.27,3.49
Pouteria_rostrata,2.73,8.84
Pouteria_sagotiana,0.66,3.71
Pouteria_scrobiculata,0.8,11.9
Pouteria_subrotata,0.4,7.22
Pouteria_tarapotensis,2.65,3.34
Pouteria_trigonosperma,0.15,0.3
Pouteria_trilocularis,1.67,9.96
Pouteria_ucuqui,0.27,0.12
Pouteria_venosa,2.55,15.21
Pouteria_vernicosa,0.55,2.47
Pouteria_virescens,0.39,4.97
Pradosia_beardii,0.39,1.47
Pradosia_cochlearia,2.93,14.73
Pradosia_subverticillata,2.31,0.64
Pradosia_surinamensis,1.33,12.32
Praxelis_clematidea,6.22,3.18
Prescottia_stachyodes,0.59,7.43
Preslianthus_pittieri,1.66,11.63
Prestoea_ensiformis,0.77,2.04
Prestoea_schultzeana,0.88,2.32
Prestonia_amazonica,2.43,0
Prestonia_cayennensis,0.88,18.41
Prestonia_denticulata,2.34,0
Prestonia_quinquangularis,2.79,15.9
Prestonia_tomentosa,4.49,3.68
Pristimera_tenuiflora,1.85,8.65
Priva_lappulacea,2.26,8.33
Prockia_crucis,5.28,5.61
Prosthechea_aemula,0.61,53.86
Prosthechea_calamaria,15.57,0.74
Prosthechea_pygmaea,1.15,3.97
Prosthechea_vespa,2.1,13.58
Protium_altsonii,1.94,17.29
Protium_apiculatum,1.52,15.38
Protium_boomii,0.58,0
Protium_calanense,0.72,8.79
Protium_calendulinum,1.39,5.54
Protium_carnosum,3.15,8.9
Protium_elegans,0.23,1.75
Protium_ferrugineum,1.22,7.35
Protium_gallosum,0.93,4.03
Protium_guacayanum,0.08,0.04
Protium_heptaphyllum,4.1,17.61
Protium_klugii,1,1.4
Protium_laxiflorum,2.64,6.37
Protium_leptostachyum,1.03,3.75
Protium_macrocarpum,0.22,1.87
Protium_meridionale,3.62,5.2
Protium_nodulosum,0.7,7.85
Protium_opacum,1.02,15.77
Protium_paniculatum,2.29,8.24
Protium_pedicellatum,0.76,0
Protium_pilosissimum,6.11,8.58
Protium_pilosum,2.47,1.85
Protium_plagiocarpium,0.05,0.07
Protium_robustum,3.35,13.99
Protium_rubrum,0.49,6.39
Protium_strumosum,1.04,10.28
Protium_unifoliolatum,3.31,17.49
Psammisia_guianensis,1.52,4.4
Pseudelephantopus_spicatus,1.64,0.36
Pseudelephantopus_spiralis,1.65,6.16
Pseudephedranthus_fragrans,2,24.76
Pseudoconnarus_rhynchosioides,0.55,3.11
Pseudolmedia_gentryi,0.34,0.01
Pseudolmedia_laevigata,2.53,20.08
Pseudosenefeldera_inclinata,0.65,7.12
Pseudoxandra_acreana,2.61,0.46
Pseudoxandra_borbensis,1.03,0
Pseudoxandra_duckei,3.24,1.12
Pseudoxandra_leiophylla,0.35,3.71
Pseudoxandra_lucida,2.31,14.05
Pseudoxandra_polyphleba,1.7,9.74
Psidium_acutangulum,3.17,20.46
Psidium_fulvum,2.75,0
Psidium_guyanense,4.23,11.76
Psidium_riparium,8.41,4.09
Psidium_rutidocarpum,0.5,1.07
Psidium_striatulum,4.99,11.05
Psittacanthus_acinarius,3.16,9.33
Psittacanthus_clusiifolius,0.77,1.33
Psittacanthus_cordatus,8.35,3.65
Psittacanthus_cucullaris,2.23,14.78
Psittacanthus_eucalyptifolius,5.19,4.19
Psittacanthus_grandifolius,1.15,0
Psittacanthus_plagiophyllus,3.91,10.91
Psittacanthus_robustus,14.63,2.16
Psychotria_acreana,4.56,5.67
Psychotria_adderleyi,1.49,0.8
Psychotria_adpressipilis,1.37,1.67
Psychotria_anisocephala,16.21,0
